Ordem;Família;Material;#;Stock inical;nº NE's;UN
1150;PAR;PARAFUSO INOX 5X45 PZ CAB. CHATA;32;4;1;UN
1151;PAR;PARAFUSO INOX 5X50 PZ CAB. CHATA ROSCA PARCIAL;46;250;1;UN
1152;PAR;PARAFUSO INOX 5X60 TORX;23;8;1;UN
1153;PAR;PARAFUSO INOX 5X70 PZ CAB. CHATA ROSCA PARCIAL;46;0;1;UN
1154;PAR;PARAFUSO INOX 6X100 PZ CAB. CHATA;33;0;1;UN
1155;PAR;PARAFUSO INOX 6X120 PZ CAB. CHATA;33;60;1;UN
1156;PAR;PARAFUSO INOX 6X30 PZ CAB. CHATA;32;200;1;UN
1157;PAR;PARAFUSO INOX 6X40 PZ CAB. CHATA;32;1070;2;UN
1158;PAR;PARAFUSO INOX 6X50 PZ CAB. CHATA;32;0;1;UN
1159;PAR;PARAFUSO INOX 6X60 PZ CAB. CHATA;32;0;1;UN
1160;PAR;PARAFUSO INOX 6X70 PZ CAB. CHATA;32;0;1;UN
1161;PAR;PARAFUSO INOX 6X80 PZ CAB. CHATA;32;20;1;UN
1162;PAR;PARAFUSO INOX M10X20 CAB. SEXTAVADA;35;734;2;UN
1163;PAR;PARAFUSO INOX M10X30 CAB. SEXTAVADA;35;5;1;UN
1164;PAR;PARAFUSO INOX M10X40 CAB. SEXTAVADA;35;1032;2;UN
1165;PAR;PARAFUSO INOX M10X50 CAB. SEXTAVADA;35;1072;2;UN
1166;PAR;PARAFUSO INOX M10X70 CAB. SEXTAVADA;35;638;2;UN
1167;PAR;PARAFUSO INOX M12X30 CAB. SEXTAVADA;35;1000;2;UN
1168;PAR;PARAFUSO INOX M12X40 CAB. SEXTAVADA;35;1100;2;UN
1169;PAR;PARAFUSO INOX M12X45 CAB. SEXTAVADA;35;15;1;UN
1170;PAR;PARAFUSO INOX M12X50 CAB. SEXTAVADA;35;590;2;UN
1171;PAR;PARAFUSO INOX M12X70 CAB. SEXTAVADA;35;800;2;UN
1172;PAR;PARAFUSO INOX M14X60 CAB. SEXTAVADA;35;82;2;UN
1173;PAR;PARAFUSO INOX M14X90 CAB. SEXTAVADA;35;110;2;UN
1174;PAR;PARAFUSO INOX M16X60 CAB. SEXTAVADA;35;20;1;UN
1175;PAR;PARAFUSO INOX M16X90 CAB. SEXTAVADA;35;10;1;UN
1176;PAR;PARAFUSO INOX M3X12 PH CAB. OVAL;32;50;1;UN
1177;PAR;PARAFUSO INOX M3X16 PH CAB. OVAL;32;20;1;UN
1178;PAR;PARAFUSO INOX M3X25 PH CAB. OVAL;32;50;1;UN
1179;PAR;PARAFUSO INOX M3X30 PH CAB. OVAL;32;70;1;UN
1180;PAR;PARAFUSO INOX M3X35 PH CAB. OVAL;32;100;1;UN
1181;PAR;PARAFUSO INOX M4X12 PH CAB. CHATA;33;60;1;UN
1182;PAR;PARAFUSO INOX M4X20 PH CAB. OVAL;32;48;1;UN
1183;PAR;PARAFUSO INOX M5X12 PZ CAB. OVAL;32;20;1;UN
1184;PAR;PARAFUSO INOX M5X12MM PZ CAB. CHATA;35;20;1;UN
1185;PAR;PARAFUSO INOX M6X100 SEXTAVADO;30;20;1;UN
1186;PAR;PARAFUSO INOX M6X10MM PZ CAB. CHATA;35;20;1;UN
1187;PAR;PARAFUSO INOX M6X12 CAB. SEXTAVADA;34;1044;3;UN
1188;PAR;PARAFUSO INOX M6X12 CAB. UMBRAKO;32;20;1;UN
1189;PAR;PARAFUSO INOX M6X12 PH;22;20;1;UN
1190;PAR;PARAFUSO INOX M6X20 PH CAB. CHATA;33;20;1;UN
1191;PAR;PARAFUSO INOX M6X35 CAB. SEXTAVADA;34;0;1;UN
1192;PAR;PARAFUSO INOX M6X35 PH;22;400;1;UN
1193;PAR;PARAFUSO INOX M6X40 CAB. OVAL E QUADRA;38;3;1;UN
1194;PAR;PARAFUSO INOX M6X45 PH CAB. CHATA;33;20;1;UN
1195;PAR;PARAFUSO INOX M6X45 PZ CAB. CHATA;33;20;1;UN
1196;PAR;PARAFUSO INOX M6X50 CAB. SEXTAVADA;34;327;3;UN
1197;PAR;PARAFUSO INOX M6X60 CAB. OVAL E QUADRA;38;0;1;UN
1198;PAR;PARAFUSO INOX M6X70 CAB. SEXTAVADA;34;849;3;UN
1199;PAR;PARAFUSO INOX M8X20 CAB. SEXTAVADA;34;980;3;UN
1200;PAR;PARAFUSO INOX M8X25 CAB. SEXTAVADA;34;522;3;UN
1201;PAR;PARAFUSO INOX M8X25 PH CAB. CHATA;33;600;1;UN
1202;PAR;PARAFUSO INOX M8X30 CAB. SEXTAVADA;34;994;3;UN
1203;PAR;PARAFUSO INOX M8X40 CAB. OVAL E QUADRA;38;4;1;UN
1204;PAR;PARAFUSO M10X100 ZN SEXTAVADO;29;30;1;UN
1205;PAR;PARAFUSO M10X80 ZN SEXTAVADO;28;28;1;UN
1206;CAR;PARAFUSO M5X60 ZN PARA CANHÃO;29;200;1;UN
1207;CAR;PARAFUSO M5X80 ZN PARA CANHÃO;29;400;1;UN
1208;PAR;PARAFUSO M8X12 INOX UMBRAKO;27;130;1;UN
1209;PAR;PARAFUSO M8X15 ZN SEXTAVADO;27;250;1;UN
1210;PAR;PARAFUSO M8X40 ZN PH;20;670;1;UN
1211;PAR;PARAFUSO M8X50 ZN SEXTAVADO;27;42;1;UN
1212;PAR;PARAFUSO M8X60 ZN PH;20;500;1;UN
1213;PAR;PARAFUSO TAPIT 10X100/30 (LOMBAS);33;0;1;UN
1214;PAR;PARAFUSO TIREFOUND INOX M6X30 CAB. SEXTAVADA;44;400;1;UN
1215;PAR;PARAFUSO TIREFOUND INOX M6X50 CAB. SEXTAVADA;44;300;1;UN
1216;PAR;PARAFUSO TIREFOUND INOX M8X100 CAB. SEXTAVADA ROSCA PARCIAL;59;-100;1;UN
1217;PAR;PARAFUSO ZN 2.5X16 PZ CAB. CHATA;32;100;1;UN
1218;PAR;PARAFUSO ZN 2.6X12 PZ CAB. CHATA;32;500;1;UN
1219;PAR;PARAFUSO ZN 2.6X20 PH CAB. CHATA;32;960;1;UN
1220;PAR;PARAFUSO ZN 3.5X20 PZ CAB. CHATA;32;2270;3;UN
1221;PAR;PARAFUSO ZN 3.5X25 PH CAB OVAL;30;50;1;UN
1222;PAR;PARAFUSO ZN 3.5X25 PZ CAB OVAL;30;50;1;UN
1223;PAR;PARAFUSO ZN 3.5X25 PZ CAB. CHATA;32;1750;3;UN
1224;PAR;PARAFUSO ZN 3.5X30 PZ CAB. CHATA;32;3850;3;UN
1225;PAR;PARAFUSO ZN 3.5X35 PZ CAB. CHATA;32;5250;2;UN
1226;PAR;PARAFUSO ZN 3.5X40 PZ CAB. CHATA;32;3250;3;UN
1227;PAR;PARAFUSO ZN 3.5X45 PZ CAB. CHATA;32;0;1;UN
1228;PAR;PARAFUSO ZN 3.5X50 PZ CAB. CHATA;32;1983;2;UN
1229;PAR;PARAFUSO ZN 3.9X16 AUTOPERFURANTES SEXTAVADO;44;570;1;UN
1230;PAR;PARAFUSO ZN 3.9X32 PH CAB. CHATA AUTOPERFURANTE DIN 7504-P;58;810;2;UN
1231;PAR;PARAFUSO ZN 3X12 PZ CAB. CHATA;30;0;1;UN
1232;PAR;PARAFUSO ZN 3X20 PZ CAB. CHATA;30;20;1;UN
1233;PAR;PARAFUSO ZN 3X25 PH CAB. OVAL;29;20;1;UN
1234;PAR;PARAFUSO ZN 3X25 PZ CAB. CHATA;30;0;1;UN
1235;PAR;PARAFUSO ZN 3X25 PZ CAB. OVAL;29;280;1;UN
1236;PAR;PARAFUSO ZN 3X30 PZ CAB. CHATA;30;0;1;UN
1237;PAR;PARAFUSO ZN 3X35 PZ CAB. CHATA;30;0;1;UN
1238;PAR;PARAFUSO ZN 3X40 PZ CAB. CHATA;30;800;1;UN
1239;PAR;PARAFUSO ZN 3X45 PZ CAB. CHATA;30;775;1;UN
1240;PAR;PARAFUSO ZN 3X50 PZ CAB. CHATA;30;550;1;UN
1241;PAR;PARAFUSO ZN 4,2X32 AUTOPERFURANTES PZ CAB. CHATA_7504-P;55;-60;1;UN
1242;PAR;PARAFUSO ZN 4.5X30 PZ CAB. CHATA;32;2920;3;UN
1243;PAR;PARAFUSO ZN 4.5X35 PZ CAB. CHATA;32;0;1;UN
1244;PAR;PARAFUSO ZN 4.5X45 PZ CAB. CHATA;32;0;1;UN
1245;PAR;PARAFUSO ZN 4.5X50 PZ CAB. CHATA;32;7095;3;UN
1246;PAR;PARAFUSO ZN 4.8X38 AUTOPERFURANTES PZ CAB. CHATA_7504-P;55;40;1;UN
1247;PAR;PARAFUSO ZN 4.8X50 AUTOPERFURANTES SEXTAVADO;44;1930;1;UN
1248;PAR;PARAFUSO ZN 4.8X50 PH CAB. OVAL;31;700;1;UN
1249;PAR;PARAFUSO ZN 4X12 PZ CAB. CHATA;30;200;1;UN
1250;PAR;PARAFUSO ZN 4X16 PZ CAB. CHATA;30;500;1;UN
1251;PAR;PARAFUSO ZN 4X20 PZ CAB. CHATA;30;2800;3;UN
1252;PAR;PARAFUSO ZN 4X25 PH CAB. OVAL;29;0;1;UN
1253;PAR;PARAFUSO ZN 4X25 PZ CAB. CHATA;30;1744;3;UN
1254;PAR;PARAFUSO ZN 4X25 PZ CAB. OVAL;29;50;1;UN
1255;PAR;PARAFUSO ZN 4X30 PH CAB. OVAL;29;20;1;UN
1256;PAR;PARAFUSO ZN 4X30 PZ CAB. CHATA;30;1399;3;UN
1257;PAR;PARAFUSO ZN 4X35 PH CAB OVAL;28;70;1;UN
1258;PAR;PARAFUSO ZN 4X35 PZ CAB. CHATA;30;3140;3;UN
1259;PAR;PARAFUSO ZN 4X40 PH CAB. OVAL;29;20;1;UN
1260;PAR;PARAFUSO ZN 4X40 PZ CAB. CHATA;30;222;1;UN
1261;PAR;PARAFUSO ZN 4X40 PZ CAB. OVAL;29;700;1;UN
1262;PAR;PARAFUSO ZN 4X45 PZ CAB. CHATA;30;1240;3;UN
1263;PAR;PARAFUSO ZN 4X50 PH CAB. OVAL;29;1300;1;UN
1264;PAR;PARAFUSO ZN 4X50 PZ CAB. CHATA;30;0;1;UN
1265;PAR;PARAFUSO ZN 4X60 PZ CAB. CHATA;30;20;1;UN
1266;PAR;PARAFUSO ZN 4X70 PZ CAB. CHATA ROSCA PARCIAL;44;0;1;UN
1267;PAR;PARAFUSO ZN 5.5X32 AUTOPERFURANTES SEXTAVADO;44;730;1;UN
1268;PAR;PARAFUSO ZN 5X20 PZ CAB. CHATA;30;790;1;UN
1269;PAR;PARAFUSO ZN 5X20 TORX CAB. CHATA;32;600;2;UN
1270;PAR;PARAFUSO ZN 5X25 AUTOPERFURANTES SEXTAVADO;42;100;1;UN
1271;PAR;PARAFUSO ZN 5X25 PH CAB. OVAL;29;20;1;UN
1272;PAR;PARAFUSO ZN 5X25 PZ CAB. CHATA;30;1470;2;UN
1273;PAR;PARAFUSO ZN 5X25 PZ CAB. OVAL;29;1000;1;UN
1274;PAR;PARAFUSO ZN 5X30 PH CAB. OVAL;29;300;1;UN
1275;PAR;PARAFUSO ZN 5X30 PZ CAB. CHATA;30;505;1;UN
1276;PAR;PARAFUSO ZN 5X35 PZ CAB. CHATA;30;3401;3;UN
1277;PAR;PARAFUSO ZN 5X35 PZ CAB. OVAL;29;154;1;UN
1278;PAR;PARAFUSO ZN 5X40 PH CAB. OVAL;29;20;1;UN
1279;PAR;PARAFUSO ZN 5X40 PZ CAB. CHATA;30;2066;3;UN
1280;PAR;PARAFUSO ZN 5X40 PZ CAB. OVAL;29;20;1;UN
1281;PAR;PARAFUSO ZN 5X40 TORX CAB. CHATA;32;850;3;UN
1282;PAR;PARAFUSO ZN 5X45 PZ CAB. CHATA;30;428;1;UN
1283;PAR;PARAFUSO ZN 5X50 PH CAB. OVAL;29;0;1;UN
1284;PAR;PARAFUSO ZN 5X50 PZ CAB. CHATA;30;1320;3;UN
1285;PAR;PARAFUSO ZN 5X50 PZ CAB. OVAL;29;20;1;UN
1286;PAR;PARAFUSO ZN 5X60 PZ CAB. CHATA;30;0;1;UN
1287;PAR;PARAFUSO ZN 5X60 TORX CAB. CHATA;32;120;2;UN
1288;PAR;PARAFUSO ZN 5X70 PZ CAB. CHATA;30;0;1;UN
1289;PAR;PARAFUSO ZN 5X70 PZ CAB. CHATA ROSCA PARCIAL;44;6;1;UN
1290;PAR;PARAFUSO ZN 6,3X125 AUTOPERFURANTES SEXTAVADO;45;0;1;UN
1291;PAR;PARAFUSO ZN 6,3X63 AUTOPERFURANTES SEXTAVADO;44;280;1;UN
1292;PAR;PARAFUSO ZN 6X100 PZ CAB. CHATA;31;0;1;UN
1293;PAR;PARAFUSO ZN 6X120 PZ CAB. CHATA;31;0;1;UN
1294;PAR;PARAFUSO ZN 6X20 PZ CAB. CHATA;30;20;1;UN
1295;PAR;PARAFUSO ZN 6X20 TORX CAB. CHATA;32;120;2;UN
1296;PAR;PARAFUSO ZN 6X30 PZ CAB. CHATA;30;1250;2;UN
1297;PAR;PARAFUSO ZN 6X30 TORX CAB. CHATA;32;300;1;UN
1298;PAR;PARAFUSO ZN 6X35 PZ CAB. CHATA;30;1100;2;UN
1299;PAR;PARAFUSO ZN 6X40 PZ CAB. CHATA;30;3400;3;UN
1300;PAR;PARAFUSO ZN 6X40 TORX CAB. CHATA;32;1276;3;UN
1301;PAR;PARAFUSO ZN 6X45 PZ CAB. CHATA;30;150;1;UN
1302;PAR;PARAFUSO ZN 6X50 PZ CAB. CHATA;30;-100;1;UN
1303;PAR;PARAFUSO ZN 6X60 PZ CAB. CHATA;30;-56;1;UN
1304;PAR;PARAFUSO ZN 6X60 PZ CAB. CHATA AMARELO;38;300;1;UN
1305;PAR;PARAFUSO ZN 6X60 TORX CAB. CHATA;32;500;2;UN
1306;PAR;PARAFUSO ZN 6X70 PZ CAB. CHATA;30;20;1;UN
1307;PAR;PARAFUSO ZN 6X80 PZ CAB. CHATA;30;20;1;UN
1308;PAR;PARAFUSO ZN 6X80 PZ CAB. CHATA ROSCA PARCIAL;44;20;1;UN
1309;PAR;PARAFUSO ZN 8X180MM ROSCA PARCIAL;33;100;1;UN
1310;PAR;PARAFUSO ZN 8X20 PZ CAB. CHATA;30;120;2;UN
1311;PAR;PARAFUSO ZN 8X20 TORX CAB. CHATA;32;120;2;UN
1312;PAR;PARAFUSO ZN 8X30 PZ CAB. CHATA;30;0;1;UN
1313;PAR;PARAFUSO ZN 8X35 PZ CAB. CHATA;30;20;1;UN
1314;PAR;PARAFUSO ZN 8X40 PZ CAB. CHATA;30;0;2;UN
1315;PAR;PARAFUSO ZN 8X40 TORX CAB. CHATA;32;120;2;UN
1316;PAR;PARAFUSO ZN 8X60 PZ CAB. CHATA;30;51;2;UN
1317;PAR;PARAFUSO ZN 8X60 TORX CAB. CHATA;32;120;2;UN
1318;PAR;PARAFUSO ZN M10X30 CAB. SEXTAVADA;33;184;2;UN
1319;PAR;PARAFUSO ZN M10X40 CAB. SEXTAVADA;33;20;1;UN
1320;PAR;PARAFUSO ZN M10X50 CAB. SEXTAVADA;33;220;2;UN
1321;PAR;PARAFUSO ZN M10X60 CAB. SEXTAVADA;33;20;1;UN
1322;PAR;PARAFUSO ZN M10X70 CAB. SEXTAVADA;33;0;1;UN
1323;PAR;PARAFUSO ZN M10X90 CAB. SEXTAVADA;33;0;1;UN
1324;PAR;PARAFUSO ZN M12X100 CAB. SEXTAVADO;34;200;1;UN
1325;PAR;PARAFUSO ZN M12X30 CAB. SEXTAVADA;33;10;1;UN
1326;PAR;PARAFUSO ZN M12X40 CAB. OVAL E QUADRA;37;20;1;UN
1327;PAR;PARAFUSO ZN M12X40 CAB. SEXTAVADA;33;8;1;UN
1328;PAR;PARAFUSO ZN M12X50 CAB. SEXTAVADA;33;0;1;UN
1329;PAR;PARAFUSO ZN M12X60 CAB. OVAL E QUADRA;37;30;1;UN
1330;PAR;PARAFUSO ZN M12X60 CAB. SEXTAVADA;33;220;2;UN
1331;PAR;PARAFUSO ZN M12X70 CAB. SEXTAVADA;33;-4;1;UN
1332;PAR;PARAFUSO ZN M12X80 CAB. OVAL E QUADRA ROSCA PARCIAL;51;20;1;UN
1333;PAR;PARAFUSO ZN M12X80 CAB. SEXTAVADO;33;200;1;UN
1334;PAR;PARAFUSO ZN M12X90 CAB. SEXTAVADA;33;0;1;UN
1335;PAR;PARAFUSO ZN M14X100 CAB. SEXTAVADO;34;200;1;UN
1336;PAR;PARAFUSO ZN M14X60 CAB. SEXTAVADA;33;200;2;UN
1337;PAR;PARAFUSO ZN M14X80 CAB OVAL QUADRA ROSCA PARCIAL;48;20;1;UN
1338;PAR;PARAFUSO ZN M14X80 CAB. SEXTAVADO;33;200;1;UN
1339;PAR;PARAFUSO ZN M14X90 CAB. SEXTAVADA;33;10;1;UN
1340;PAR;PARAFUSO ZN M16X40 CAB. SEXTAVADA;33;20;1;UN
1341;PAR;PARAFUSO ZN M16X60 CAB. SEXTAVADA;33;6;1;UN
1342;PAR;PARAFUSO ZN M16X80 CAB. SEXTAVADA;33;3;1;UN
1343;PAR;PARAFUSO ZN M16X90 CAB. SEXTAVADA;33;0;1;UN
1344;PAR;PARAFUSO ZN M5X20 CAB. OVAL E QUADRA;36;20;1;UN
1345;PAR;PARAFUSO ZN M5X20 PZD CAB. CHATA;32;100;1;UN
1346;PAR;PARAFUSO ZN M5X25 CAB. OVAL E QUADRA;36;600;1;UN
1347;PAR;PARAFUSO ZN M5X25 CAB. SEXTAVADA;32;0;1;UN
1348;PAR;PARAFUSO ZN M5X40 PZD CAB. CHATA;32;100;1;UN
1349;PAR;PARAFUSO ZN M5X60 PZD CAB. CHATA;32;45;1;UN
1350;PAR;PARAFUSO ZN M6X100 AUTOPERFURANTES SEXTAVADO;44;15;1;UN
1351;PAR;PARAFUSO ZN M6X20 PZD CAB. SEXTAVADA;36;100;1;UN
1352;PAR;PARAFUSO ZN M6X25 CAB. SEXTAVADO;32;200;1;UN
1353;PAR;PARAFUSO ZN M6X35 CAB. SEXTAVADO;32;200;1;UN
1354;PAR;PARAFUSO ZN M6X40 CAB. OVAL E QUADRA;36;20;1;UN
1355;PAR;PARAFUSO ZN M6X40 PZD CAB. SEXTAVADA;36;100;1;UN
1356;PAR;PARAFUSO ZN M6X50 CAB. SEXTAVADA;32;0;1;UN
1357;PAR;PARAFUSO ZN M6X60 CAB. SEXTAVADA;32;120;2;UN
1358;PAR;PARAFUSO ZN M6X70 CAB. SEXTAVADA;32;20;1;UN
1359;PAR;PARAFUSO ZN M6X80 CAB. SEXTAVADA;32;0;1;UN
1360;PAR;PARAFUSO ZN M8X100 CAB. OVAL E QUADRA ROSCA PARCIAL;51;74;1;UN
1361;PAR;PARAFUSO ZN M8X100 CAB. SEXTAVADA;33;0;1;UN
1362;PAR;PARAFUSO ZN M8X120 CAB. SEXTAVADA ROSCA PARCIAL;47;12;1;UN
1363;PAR;PARAFUSO ZN M8X16 CAB. SEXTAVADA;32;20;1;UN
1364;PAR;PARAFUSO ZN M8X160 CAB. SEXTAVADA ROSCA PARCIAL;47;0;1;UN
1365;PAR;PARAFUSO ZN M8X20 CAB. SEXTAVADA;32;50;1;UN
1366;PAR;PARAFUSO ZN M8X20 PH CAB. CHATA;31;750;1;UN
1367;PAR;PARAFUSO ZN M8X25 CAB. SEXTAVADA;32;20;1;UN
1368;PAR;PARAFUSO ZN M8X30 CAB. SEXTAVADA;32;0;1;UN
1369;PAR;PARAFUSO ZN M8X35 CAB. SEXTAVADA;32;220;2;UN
1370;PAR;PARAFUSO ZN M8X50 CAB. SEXTAVADA;32;200;1;UN
1371;PAR;PARAFUSO ZN M8X70 CAB. SEXTAVADA;32;0;1;UN
1372;PAR;PARAFUSO ZN M8X80 CABEÇA OVAL E QUADRA;38;0;1;UN
1373;FAR;PARKA 2 EM 1 IMPERMEÁVEL IGNIFUGA ANTI ESTÁTICA TAM - L;55;0;0;UN
1374;FAR;PARKA 2 EM 1 IMPERMEÁVEL IGNIFUGA ANTI ESTÁTICA TAM - M;55;0;0;UN
1375;FAR;PARKA VISIBLE X-TREME C/FORRO AMOVÍVEL TAM - L;46;0;0;UN
1376;FAR;PARKA VISIBLE X-TREME C/FORRO AMOVÍVEL TAM - M;46;0;0;UN
1377;FAR;PARKA VISIBLE X-TREME C/FORRO AMOVÍVEL TAM - S;46;0;0;UN
1378;FAR;PARKA VISIBLE X-TREME C/FORRO AMOVÍVEL TAM - XL;47;0;0;UN
1379;FAR;PARKA VISIBLE X-TREME C/FORRO AMOVÍVEL TAM - XXL;48;0;0;UN
1380;PICH;PASSADOR DE 15 BICONE;21;0;1;UN
1381;PICH;PASSADOR DE 22 BICONE;21;17;1;UN
1382;PICH;"PASSADOR DE BORBOLETA 1"" BICONE";31;0;0;UN
1383;PICH;"PASSADOR DE ESFERA 1""";21;1;1;UN
1384;PICH;PASSADOR DE ESFERA 1/2 BICONE;29;0;1;UN
1385;PICH;PASSADOR DE ESFERA 3/4 BICONE;29;0;1;UN
1386;PICH;PASSADOR ESQUADRIA DE 1/2X1/2;29;48;2;UN
1387;PICH;PASSADOR ESQUADRIA DE 1/2X3/8;29;76;2;UN
1388;PICH;PASSADOR PPR 20;15;0;0;UN
1389;PICH;PASSADOR PPR 25;15;0;0;UN
1390;PICH;PASSADOR PPR 32;15;0;0;UN
1391;TRO;PASTA BETUMINOSA A FRIO TIPO P100_LATA 0,75 OU 1LTS/KG;54;0;1;UN
1392;MFE;PÉ DE CABRA BELLOTA REF.5982-18X500;35;0;1;UN
1393;FER;PEÇA METÁLICA PARA SUPORTE DE QUADROS ESCOLARES;47;0;1;UN
1394;ELE;PENTE MONOFÁSICO DE FORQUILHA P/QUADRO;38;5;1;UN
1395;ELE;PENTE MONOFASICO SIMPLES;24;1;1;UN
1396;ELE;"PENTE TRIFÁSICO ""POINT"" 57MM";28;500;1;UN
1397;ELE;PENTE TRIFÁSICO 4P 100A;23;9;1;UN
1398;ELE;PENTE TRIFÁSICO 4P 80A;22;10;1;UN
1399;ELE;PENTE TRIFASICO FORQUILHA;25;99;1;UN
1400;ELE;PENTE TRIFASICO SIMPLES;23;2;1;UN
1401;MFE;"PERTIGA PARA APANHA FOLHAS TELESCOPIO 6 MTS_ ANEXO ""LOTE2_1.138_PERTIGA""";72;10;1;UN
1402;MFE;PICARETA DE PEDREIRO DO TIPO BELLOTA PEQUENA;44;0;1;UN
1403;DIV;PILHA AA LÍTIO 1,5V;19;5;1;UN
1404;DIV;PILHA AAA LÍTIO 1,5V;20;5;1;UN
1405;ELE;PILHA SEMÁFORO 6V;17;10;1;UN
1406;MFE;PINÇA AMPERIMÉTRICA FLUKE T6-1000/T6-600;40;0;0;UN
1407;MFE;PINÇA AMPERIMÉTRICA HT REF.HT9023;33;0;0;UN
1408;TRO;PINCEL DE CAIAR C/ CABO DE MADEIRA _ TIPO PARDAL ;49;57;3;UN
1409;PINT;"PINCEL DE SISAL CURTO_ ANEXO ""LOTE2_ 1.140_PINCEIS""";51;52;1;UN
1410;PINT;PINCEL GAMA SUPER Nº06 TIPO PARDAL;34;10;1;UN
1411;PINT;PINCEL GAMA SUPER Nº08 TIPO PARDAL;34;14;1;UN
1412;PINT;PINCEL GAMA SUPER Nº10 TIPO PARDAL;34;12;1;UN
1413;PINT;PINCEL GAMA SUPER Nº12 TIPO PARDAL;34;12;1;UN
1414;PINT;PINCEL GAMA SUPER Nº18 TIPO PARDAL;34;19;3;UN
1415;PINT;PINCEL GAMA SUPER Nº20 TIPO PARDAL;34;46;3;UN
1416;PINT;PINCEL GAMA SUPER Nº22 TIPO PARDAL;34;15;3;UN
1417;PINT;PINCEL GAMA SUPER Nº24 TIPO PARDAL;34;27;3;UN
1418;PINT;PINCEL GAMA SUPER Nº26 TIPO PARDAL;34;24;3;UN
1419;PINT;PINCEL GAMA SUPER Nº28 TIPO PARDAL;34;23;3;UN
1420;MFE;PISTOLA DE SILICONE PROFISSIONAL 50264 ROBUSTA PARA APLICAÇÃO DE BUCHA QUÍMICA_ TIPO BELLOTA REF 50264;102;3;1;UN
1421;FER;PITAO DE ARGOLA FECHADA C/ ROSCA M6 COMPRIMENTO 50MM;52;110;2;UN
1422;CAR;PLACA CONTRAPLACADO MARÍTIMO ANTIDERRAPANTE PICOTADO 2500 X 1520 X 12 MM;72;24;1;UN
1423;CAR;PLACA CONTRAPLACADO MARÍTIMO CHOUPO ANTIDERRAPANTE AVELOLAR 2500 X 1250 X 15MM;78;5;3;UN
1424;CAR;PLACA CONTRAPLACADO MARÍTIMO CHOUPO ANTIDERRAPANTE AVELOLAR 2500 X 1250 X 19MM;78;39;3;UN
1425;CAR;PLACA DE AGLOMERADO BRANCO MA 2750 X 1830 X 16MM;48;4;1;UN
1426;CAR;PLACA DE AGLOMERADO FOLHEADO A TOLA A/A 2750 X 1830 X 12MM;58;6;1;UN
1427;CAR;PLACA DE AGLOMERADO FOLHEADO A TOLA A/A 2750 X 1830 X 16MM;58;6;1;UN
1428;CAR;PLACA DE CONTRAPLACADO DE BETULA EM CRU 2500 X 1250 X 09MM;58;1;1;UN
1429;CAR;PLACA DE CONTRAPLACADO DE BETULA EM CRU 2500 X 1250 X 12MM;58;0;1;UN
1430;CAR;PLACA DE CONTRAPLACADO DE BETULA EM CRU 2500 X 1250 X 15MM;58;1;1;UN
1431;CAR;PLACA DE MDF FOLHEADO BRANCO 2750 X 1830 X 5MM;46;5;1;UN
1432;CAR;PLACA DE MDF HIDROFUGO 2750 X 1830 X 10MM;41;1;1;UN
1433;CAR;PLACA DE MDF HIDROFUGO 2750 X 1830 X 16MM;41;5;1;UN
1434;CAR;PLACA DE OSB CLASSE3 2500 X 1250 X 12 MM;40;6;1;UN
1435;CAR;PLACA DE OSB CLASSE3 2500 X 1250 X 18 MM;40;3;1;UN
1436;CAR;PLACA DE OSB CLASSE3 2500 X 1250 X 22 MM;40;1;2;UN
1437;MFE;"PLAINA DE FERRO 3"" TIPO STANLEY";31;0;0;UN
1438;FAR;POLO AV MANGA COMPRIDA OLGIATA SIOEN TAM - L;44;0;0;UN
1439;FAR;POLO AV MANGA COMPRIDA OLGIATA SIOEN TAM - M;44;0;0;UN
1440;FAR;POLO AV MANGA COMPRIDA OLGIATA SIOEN TAM - S;44;0;0;UN
1441;FAR;POLO AV MANGA COMPRIDA OLGIATA SIOEN TAM - XL;45;0;0;UN
1442;FAR;POLO AV MANGA COMPRIDA OLGIATA SIOEN TAM - XXL;46;0;0;UN
1443;FAR;POLO IGNIFUGO AV MANGA COMPRIDA GARAT SIOEN TAM - L;51;0;0;UN
1444;FAR;POLO IGNIFUGO AV MANGA COMPRIDA GARAT SIOEN TAM - M;51;0;0;UN
1445;FAR;POLO IGNIFUGO AV MANGA COMPRIDA GARAT SIOEN TAM - XL;52;0;0;UN
1446;FAR;POLO IGNIFUGO AV MANGA COMPRIDA MULTINORMAS TAM - L;51;0;0;UN
1447;FAR;POLO IGNIFUGO AV MANGA COMPRIDA MULTINORMAS TAM - M;51;0;0;UN
1448;FAR;POLO IGNIFUGO AV MANGA COMPRIDA MULTINORMAS TAM - XL;52;0;0;UN
1449;FAR;POLO MANGA CURTA AV MOLINA SIOEN TAM - L;40;0;0;UN
1450;FAR;POLO MANGA CURTA AV MOLINA SIOEN TAM - M;40;0;0;UN
1451;FAR;POLO MANGA CURTA AV MOLINA SIOEN TAM - S;40;0;0;UN
1452;FAR;POLO MANGA CURTA AV MOLINA SIOEN TAM - XL;41;0;0;UN
1453;FAR;POLO MANGA CURTA AV MOLINA SIOEN TAM - XXL;42;0;0;UN
1454;ELE;PONTEIRA 1,5MM PRETO;20;0;1;UN
1455;ELE;PONTEIRA 10MM CASTANHO;22;0;2;UN
1456;ELE;PONTEIRA 16MM BRANCA;20;122;2;UN
